
Date	Price	Open	High	Low	Vol.	Change %
4-29-2013	715.25	696.50	719.62	695.38	-	4.13%
4-26-2013	686.88	701.50	701.50	686.88	-	-2.10%
4-25-2013	701.62	690.50	705.38	690.50	-	1.65%
4-24-2013	690.25	697.75	698.62	688.62	-	-1.09%
4-23-2013	697.88	702.88	703.50	690.38	-	-0.61%
4-22-2013	702.12	708.12	708.12	691.38	-	-0.88%
4-19-2013	708.38	703.62	711.38	697.62	-	0.60%
4-18-2013	704.12	705.38	711.75	696.12	-	0.11%
4-17-2013	703.38	703.75	715.38	698.62	-	-0.04%
4-16-2013	703.62	692.88	703.62	689.88	-	1.59%
4-15-2013	692.62	715.00	715.00	688.62	-	-3.01%
4-12-2013	714.12	699.00	715.88	698.50	-	2.24%
4-11-2013	698.50	697.38	705.62	693.75	-	0.23%
4-10-2013	696.88	706.12	712.75	688.88	-	-1.47%
4-09-2013	707.25	713.12	714.12	704.38	-	-0.63%
4-08-2013	711.75	700.00	715.88	700.00	-	1.77%
4-05-2013	699.38	692.38	700.38	689.38	-	0.99%
4-04-2013	692.50	701.75	701.88	684.62	-	-1.34%
4-03-2013	701.88	674.00	705.38	670.88	-	4.08%
4-02-2013	674.38	667.38	676.25	664.62	-	1.05%
4-01-2013	667.38	684.88	685.00	660.25	-	-2.50%
3-31-2013	684.50	682.88	688.00	681.25	-	-0.54%
3-28-2013	688.25	735.88	741.38	682.88	-	-6.49%
3-27-2013	736.00	729.50	740.62	728.75	-	0.87%
3-26-2013	729.62	726.38	732.50	723.62	-	0.48%
3-25-2013	726.12	729.88	730.38	722.62	-	-0.53%
3-24-2013	730.00	729.62	730.12	728.38	-	0.09%
3-22-2013	729.38	728.50	731.38	715.62	-	0.14%
3-21-2013	728.38	733.50	736.38	726.25	-	-0.72%
3-20-2013	733.62	727.25	736.62	723.12	-	0.86%
3-19-2013	727.38	714.38	727.62	709.38	-	1.86%
3-18-2013	714.12	716.38	719.25	705.75	-	-0.35%
3-17-2013	716.62	720.75	721.38	716.00	-	-0.90%
3-15-2013	723.12	724.62	724.88	717.62	-	-0.24%
3-14-2013	724.88	711.88	725.38	707.88	-	1.77%
3-13-2013	712.25	702.88	712.75	697.25	-	1.32%
3-12-2013	703.00	700.88	706.38	695.75	-	0.32%
3-11-2013	700.75	699.25	707.88	695.12	-	0.20%
3-10-2013	699.38	696.00	699.75	695.12	-	0.43%
3-08-2013	696.38	695.38	702.00	687.50	-	0.11%
3-07-2013	695.62	683.12	696.38	681.62	-	1.81%
3-06-2013	683.25	705.38	706.88	681.25	-	-3.12%
3-05-2013	705.25	703.38	708.62	701.12	-	0.25%
3-04-2013	703.50	719.12	722.38	697.88	-	-2.16%
3-03-2013	719.00	721.12	721.62	718.62	-	-0.19%
3-01-2013	720.38	716.50	726.38	708.12	-	0.56%
2-28-2013	716.38	712.12	722.88	711.12	-	0.61%
2-27-2013	712.00	712.50	721.88	710.12	-	0.02%
2-26-2013	711.88	705.75	711.88	698.12	-	0.85%
2-25-2013	705.88	720.38	722.12	704.12	-	-1.98%
2-24-2013	720.12	718.25	720.88	715.88	-	0.88%
2-22-2013	713.88	722.62	729.62	713.88	-	-1.26%
2-21-2013	723.00	736.75	737.38	719.62	-	-1.88%
2-20-2013	736.88	732.62	740.62	727.88	-	0.56%
2-19-2013	732.75	746.62	747.38	726.38	-	-1.25%
2-15-2013	742.00	734.62	744.38	733.88	-	1.04%
2-14-2013	734.38	737.62	740.62	725.12	-	-0.46%
2-13-2013	737.75	734.38	737.75	722.88	-	0.48%
2-12-2013	734.25	741.75	744.12	725.62	-	-1.03%
2-11-2013	741.88	757.62	757.62	740.88	-	-2.11%
2-10-2013	757.88	757.00	759.00	753.50	-	0.23%
2-08-2013	756.12	756.62	770.62	753.12	-	-0.08%
2-07-2013	756.75	759.88	764.25	752.88	-	-0.39%
2-06-2013	759.75	757.75	763.88	746.62	-	0.28%
2-05-2013	757.62	765.50	766.12	751.12	-	-1.01%
2-04-2013	765.38	766.12	773.38	761.12	-	-0.07%
2-03-2013	765.88	768.25	768.38	764.25	-	-0.03%
2-01-2013	766.12	781.50	789.88	764.62	-	-1.98%
1-31-2013	781.62	787.12	790.88	773.88	-	-0.65%
1-30-2013	786.75	773.75	788.88	771.88	-	1.66%
1-29-2013	773.88	778.25	784.88	773.75	-	-0.58%
1-28-2013	778.38	779.62	782.88	770.88	-	-0.14%
1-27-2013	779.50	778.62	780.38	777.38	-	0.47%
1-25-2013	775.88	771.25	780.62	764.38	-	0.58%
1-24-2013	771.38	772.62	774.88	763.12	-	-0.19%
1-23-2013	772.88	776.12	784.88	771.12	-	-0.45%
1-22-2013	776.38	794.88	799.62	776.12	-	-1.79%
1-20-2013	790.50	790.50	790.50	790.50	-	0.00%
1-18-2013	790.50	785.50	793.62	778.88	-	0.65%
1-17-2013	785.38	786.62	787.88	776.38	-	-0.17%
1-16-2013	786.75	783.25	790.62	777.12	-	0.43%
1-15-2013	783.38	769.88	789.38	769.12	-	1.70%
1-14-2013	770.25	767.62	776.62	763.50	-	0.36%
1-13-2013	767.50	761.75	767.50	760.88	-	1.27%
1-11-2013	757.88	745.88	771.75	736.38	-	1.59%
1-10-2013	746.00	749.75	756.12	744.12	-	-0.48%
1-09-2013	749.62	751.00	756.88	745.12	-	-0.17%
1-08-2013	750.88	752.12	759.12	749.62	-	-0.18%
1-07-2013	752.25	748.12	760.25	743.62	-	0.53%
1-06-2013	748.25	749.50	749.50	746.50	-	-0.08%
1-04-2013	748.88	754.38	757.62	739.88	-	-0.71%
1-03-2013	754.25	758.75	761.12	750.25	-	-0.61%
1-02-2013	758.88	786.88	787.38	752.62	-	-2.52%
12-31-2012	778.50	775.12	779.88	767.88	-	0.45%
12-30-2012	775.00	778.62	778.62	774.62	-	-0.43%
12-28-2012	778.38	777.00	784.38	767.12	-	0.19%
12-27-2012	776.88	775.75	777.62	764.62	-	0.13%
12-26-2012	775.88	794.12	794.88	773.88	-	-2.30%
12-24-2012	794.12	794.62	796.12	791.38	-	-0.05%
12-23-2012	794.50	794.25	796.12	793.75	-	0.33%
12-21-2012	791.88	792.38	798.62	789.88	-	-0.05%
12-20-2012	792.25	806.75	808.38	782.88	-	-1.84%
12-19-2012	807.12	813.50	822.62	802.12	-	-0.77%
12-18-2012	813.38	812.88	816.38	801.62	-	0.09%
12-17-2012	812.62	814.62	818.25	805.12	-	-0.28%
12-16-2012	814.88	815.88	818.62	813.38	-	0.12%
12-14-2012	813.88	808.12	817.38	806.12	-	0.73%
12-13-2012	808.00	812.75	817.62	801.62	-	-0.60%
12-12-2012	812.88	824.00	825.38	809.12	-	-1.34%
12-11-2012	823.88	848.12	848.62	816.12	-	-2.83%
12-10-2012	847.88	857.88	861.88	846.88	-	-1.14%
12-09-2012	857.62	861.50	861.88	857.00	-	-0.28%
12-07-2012	860.00	860.38	864.62	853.12	-	-0.06%
12-06-2012	860.50	860.50	864.13	853.12	-	-0.01%
12-05-2012	860.62	858.38	863.38	852.62	-	0.28%
12-04-2012	858.25	861.50	864.88	851.88	-	-0.35%
12-03-2012	861.25	869.38	877.12	858.38	-	-0.26%
12-02-2012	863.50	863.50	863.50	863.50	-	0.00%
11-30-2012	863.50	885.38	885.50	862.63	-	-2.48%
11-29-2012	885.50	887.00	894.88	880.88	-	-0.16%
11-28-2012	886.88	886.12	895.12	879.88	-	0.10%
11-27-2012	886.00	864.38	888.88	864.38	-	2.49%
11-26-2012	864.50	859.88	868.75	859.50	-	0.55%
11-25-2012	859.75	863.12	863.12	858.50	-	1.49%
11-23-2012	847.13	850.00	853.12	846.13	-	0.24%
11-21-2012	845.12	843.75	849.38	841.12	-	0.15%
11-20-2012	843.88	843.62	849.62	837.50	-	0.06%
11-19-2012	843.38	837.88	847.88	836.88	-	0.69%
11-18-2012	837.62	836.25	838.75	835.88	-	0.06%
11-16-2012	837.12	846.13	849.62	829.62	-	-1.05%
11-15-2012	846.00	847.50	856.38	843.50	-	-0.19%
11-14-2012	847.62	854.62	857.88	845.88	-	-0.78%
11-13-2012	854.25	858.88	864.38	843.62	-	-0.51%
11-12-2012	858.63	883.75	884.75	855.12	-	-2.86%
11-11-2012	883.88	885.75	885.88	882.62	-	-0.38%
11-09-2012	887.25	900.75	911.62	884.12	-	-1.49%
11-08-2012	900.62	889.62	904.88	886.88	-	1.26%
11-07-2012	889.38	876.38	896.62	870.75	-	1.51%
11-06-2012	876.13	872.12	879.62	870.25	-	0.47%
11-05-2012	872.00	867.88	875.62	863.63	-	0.49%
11-04-2012	867.75	865.38	868.50	863.38	-	0.17%
11-02-2012	866.25	865.12	873.62	859.25	-	0.12%
11-01-2012	865.25	867.38	877.38	861.62	-	-0.19%
10-31-2012	866.88	860.00	874.12	859.50	-	0.78%
10-30-2012	860.12	857.50	866.38	852.88	-	0.28%
10-29-2012	857.75	861.38	871.25	857.12	-	-0.41%
10-28-2012	861.25	863.88	864.25	860.88	-	-0.32%
10-26-2012	864.00	874.88	878.12	863.38	-	-1.23%
10-25-2012	874.75	879.13	888.63	871.38	-	-0.41%
10-24-2012	878.38	867.50	894.75	865.75	-	1.27%
10-23-2012	867.38	877.00	878.12	860.12	-	-1.11%
10-22-2012	877.12	873.88	884.38	871.38	-	0.37%
10-21-2012	873.88	873.38	876.25	871.62	-	0.32%
10-19-2012	871.13	868.38	885.25	866.38	-	0.30%
10-18-2012	868.50	856.38	875.88	855.75	-	1.43%
10-17-2012	856.25	846.38	857.62	845.63	-	1.15%
10-16-2012	846.50	856.00	857.50	843.88	-	-1.12%
10-15-2012	856.12	852.62	857.25	841.63	-	0.38%
10-14-2012	852.88	856.88	860.12	852.12	-	-0.47%
10-12-2012	856.88	882.25	884.38	853.38	-	-2.89%
10-11-2012	882.38	868.62	893.88	859.50	-	1.57%
10-10-2012	868.75	864.38	876.63	863.63	-	0.52%
10-09-2012	864.25	862.88	873.62	862.75	-	0.20%
10-08-2012	862.50	858.63	867.12	856.75	-	0.42%
10-07-2012	858.88	856.88	859.25	855.38	-	0.23%
10-05-2012	856.88	872.13	872.62	856.62	-	-1.76%
10-04-2012	872.25	870.25	882.62	867.00	-	0.22%
10-03-2012	870.38	867.75	878.38	858.13	-	0.32%
10-02-2012	867.62	880.12	882.38	864.00	-	-1.43%
10-01-2012	880.25	895.50	901.00	872.38	-	-1.72%
9-30-2012	895.63	902.12	904.13	892.12	-	-0.42%
9-28-2012	899.38	855.75	906.50	850.75	-	5.08%
9-27-2012	855.88	872.75	875.50	849.38	-	-1.95%
9-26-2012	872.88	887.63	888.75	866.63	-	-1.68%
9-25-2012	887.75	886.38	897.38	880.88	-	0.17%
9-24-2012	886.25	902.75	904.38	883.63	-	-1.81%
9-23-2012	902.62	896.25	906.88	896.25	-	0.42%
9-21-2012	898.88	881.38	898.88	880.62	-	2.06%
9-20-2012	880.75	884.88	893.62	869.12	-	-0.48%
9-19-2012	885.00	867.50	885.88	866.63	-	2.11%
9-18-2012	866.75	883.88	887.63	860.88	-	-1.91%
9-17-2012	883.63	916.25	918.38	876.38	-	-3.55%
9-16-2012	916.12	921.75	926.63	915.12	-	-1.05%
9-14-2012	925.88	901.50	930.63	898.75	-	2.72%
9-13-2012	901.38	890.00	904.88	885.75	-	1.29%
9-12-2012	889.88	884.00	893.38	869.00	-	0.68%
9-11-2012	883.88	888.25	898.12	882.38	-	-0.52%
9-10-2012	888.50	908.75	917.38	885.38	-	-2.21%
9-09-2012	908.63	902.75	909.88	901.38	-	0.35%
9-07-2012	905.50	890.62	912.38	884.88	-	1.66%
9-06-2012	890.75	867.75	894.38	867.62	-	2.64%
9-05-2012	867.88	886.38	887.12	865.62	-	-2.10%
9-04-2012	886.50	892.00	903.88	881.12	-	-0.24%
8-31-2012	888.63	903.38	905.88	881.12	-	-1.65%
8-30-2012	903.50	902.38	914.50	897.38	-	0.14%
8-29-2012	902.25	876.00	908.13	874.13	-	3.01%
8-28-2012	875.88	878.62	888.88	871.50	-	-0.33%
8-27-2012	878.75	892.25	899.12	878.75	-	-1.49%
8-26-2012	892.00	893.25	893.62	887.12	-	2.84%
8-24-2012	867.38	874.25	885.75	866.12	-	-0.80%
8-23-2012	874.38	895.62	903.25	871.62	-	-2.36%
8-22-2012	895.50	897.50	898.62	889.62	-	-0.15%
8-21-2012	896.88	879.25	904.62	878.25	-	1.99%
8-20-2012	879.38	872.38	883.38	867.12	-	0.82%
8-19-2012	872.25	873.75	876.75	871.50	-	-0.19%
8-17-2012	873.88	863.62	879.75	863.12	-	1.17%
8-16-2012	863.75	847.00	868.88	841.12	-	2.01%
8-15-2012	846.75	845.50	850.62	840.62	-	0.13%
8-14-2012	845.62	859.50	865.88	838.75	-	-1.60%
8-13-2012	859.38	880.50	882.88	855.00	-	-2.43%
8-12-2012	880.75	883.25	885.12	879.00	-	-0.70%
8-10-2012	887.00	915.12	930.88	880.88	-	-3.09%
8-09-2012	915.25	899.88	919.25	899.25	-	1.72%
8-08-2012	899.75	887.12	902.12	869.50	-	1.38%
8-07-2012	887.50	892.00	904.62	883.63	-	-0.49%
8-06-2012	891.88	884.75	897.00	879.62	-	0.76%
8-05-2012	885.12	884.25	888.38	876.88	-	-0.67%
8-03-2012	891.12	861.62	906.88	860.75	-	3.44%
8-02-2012	861.50	881.50	883.38	856.12	-	-2.28%
8-01-2012	881.62	893.25	897.00	861.88	-	-1.23%
7-31-2012	892.62	911.12	919.38	886.38	-	-2.02%
7-30-2012	911.00	909.75	919.62	905.88	-	0.12%
7-29-2012	909.88	908.13	912.88	903.12	-	1.24%
7-27-2012	898.75	880.12	910.88	879.62	-	2.15%
7-26-2012	879.88	892.88	904.13	873.88	-	-1.47%
7-25-2012	893.00	863.62	908.75	863.25	-	3.43%
7-24-2012	863.38	891.75	902.63	852.88	-	-3.20%
7-23-2012	891.88	932.13	933.50	889.50	-	-4.33%
7-22-2012	932.25	942.00	942.00	926.12	-	-1.23%
7-20-2012	943.88	932.75	944.50	917.00	-	1.21%
7-19-2012	932.63	898.88	937.88	896.75	-	3.81%
7-18-2012	898.38	883.62	907.38	865.75	-	1.65%
7-17-2012	883.75	895.75	898.12	867.75	-	-1.38%
7-16-2012	896.12	867.00	897.38	864.50	-	3.37%
7-15-2012	866.88	858.00	867.88	856.50	-	2.39%
7-13-2012	846.62	845.25	865.50	845.00	-	0.13%
7-12-2012	845.50	829.25	857.75	820.38	-	1.94%
7-11-2012	829.38	822.62	848.38	803.62	-	0.84%
7-10-2012	822.50	817.62	833.12	807.00	-	0.58%
7-09-2012	817.75	821.38	844.62	815.62	-	-0.46%
7-08-2012	821.50	818.38	823.75	815.88	-	1.78%
7-06-2012	807.12	827.88	831.62	804.12	-	-2.52%
7-05-2012	828.00	814.62	840.38	809.62	-	3.61%
7-03-2012	799.12	775.38	800.38	774.38	-	3.05%
7-02-2012	775.50	773.50	779.25	756.38	-	0.27%
7-01-2012	773.38	758.88	773.88	758.88	-	1.91%
6-29-2012	758.88	742.25	761.62	740.62	-	2.22%
6-28-2012	742.38	747.75	757.12	741.88	-	-0.74%
6-27-2012	747.88	742.12	763.38	739.38	-	0.81%
6-26-2012	741.88	747.12	751.62	725.62	-	-0.69%
6-25-2012	747.00	702.50	755.12	702.38	-	6.32%
6-24-2012	702.62	696.50	706.00	696.50	-	4.15%
6-22-2012	674.62	658.62	684.62	658.38	-	2.45%
6-21-2012	658.50	658.38	681.50	655.12	-	-0.02%
6-20-2012	658.62	649.75	664.38	641.00	-	1.39%
6-19-2012	649.62	631.38	651.12	631.38	-	2.87%
6-18-2012	631.50	615.38	633.88	613.25	-	2.60%
6-17-2012	615.50	613.25	615.62	613.25	-	0.26%
6-15-2012	613.88	621.38	626.62	607.75	-	-1.19%
6-14-2012	621.25	619.25	628.88	616.38	-	0.34%
6-13-2012	619.12	618.00	623.62	614.88	-	0.20%
6-12-2012	617.88	627.12	638.75	613.38	-	-1.49%
6-11-2012	627.25	630.12	642.12	627.12	-	-0.44%
6-10-2012	630.00	631.25	634.12	629.88	-	-0.02%
6-08-2012	630.12	635.38	638.62	627.88	-	-0.81%
6-07-2012	635.25	625.75	644.38	620.38	-	1.54%
6-06-2012	625.62	615.75	628.62	614.25	-	1.62%
6-05-2012	615.62	628.00	630.88	612.12	-	-2.01%
6-04-2012	628.25	613.62	631.12	613.38	-	2.40%
6-03-2012	613.50	615.88	616.00	613.38	-	0.04%
6-01-2012	613.25	645.38	646.25	611.25	-	-5.01%
5-31-2012	645.62	652.38	653.75	643.12	-	-1.02%
5-30-2012	652.25	660.12	660.88	644.38	-	-1.21%
5-29-2012	660.25	674.00	683.75	655.88	-	-2.89%
5-25-2012	679.88	665.25	687.00	661.88	-	2.18%
5-24-2012	665.38	669.62	675.88	661.88	-	-0.67%
5-23-2012	669.88	684.12	684.12	663.62	-	-2.05%
5-22-2012	683.88	697.38	701.88	682.12	-	-1.95%
5-21-2012	697.50	703.62	721.38	683.12	-	-0.91%
5-20-2012	703.88	703.25	703.88	702.88	-	1.30%
5-18-2012	694.88	657.75	697.12	652.62	-	5.66%
5-17-2012	657.62	639.00	658.25	639.00	-	2.93%
5-16-2012	638.88	609.00	640.12	604.12	-	4.88%
5-15-2012	609.12	598.62	616.88	598.62	-	1.80%
5-14-2012	598.38	598.62	601.88	592.38	-	-0.06%
5-13-2012	598.75	599.12	600.88	598.62	-	0.36%
5-11-2012	596.62	600.62	603.62	592.38	-	-0.71%
5-10-2012	600.88	602.50	607.38	595.62	-	-0.25%
5-09-2012	602.38	617.12	617.38	598.62	-	-2.41%
5-08-2012	617.25	611.62	620.75	611.62	-	0.88%
5-07-2012	611.88	609.12	613.88	600.88	-	0.49%
5-06-2012	608.88	608.25	609.38	607.75	-	0.00%
5-04-2012	608.88	618.25	620.62	599.62	-	-1.50%
5-03-2012	618.12	616.00	621.62	613.38	-	0.32%
5-02-2012	616.12	640.25	640.88	612.50	-	-3.73%
5-01-2012	640.00	652.50	653.38	638.88	-	-1.93%
4-30-2012	652.62	648.75	655.38	640.38	-	0.58%
4-29-2012	648.88	647.50	651.38	647.50	-	-0.08%
4-27-2012	649.38	636.12	654.88	632.75	-	2.10%
4-26-2012	636.00	627.12	636.62	624.62	-	1.39%
4-25-2012	627.25	638.88	642.50	624.12	-	-1.80%
4-24-2012	638.75	632.88	646.62	631.38	-	0.91%
4-23-2012	633.00	622.38	634.88	621.50	-	1.73%
4-22-2012	622.25	623.25	623.62	621.38	-	0.87%
4-20-2012	616.88	626.00	627.88	614.62	-	-1.44%
4-19-2012	625.88	613.62	628.12	613.38	-	1.95%
4-18-2012	613.88	616.00	618.50	604.25	-	-0.37%
4-17-2012	616.12	618.62	626.88	615.12	-	-0.42%
4-16-2012	618.75	620.38	625.38	615.12	-	-0.24%
4-15-2012	620.25	623.25	623.25	619.50	-	-0.42%
4-13-2012	622.88	640.00	643.12	618.62	-	-2.66%
4-12-2012	639.88	629.75	645.38	629.12	-	1.59%
4-11-2012	629.88	622.88	633.62	619.88	-	1.14%
4-10-2012	622.75	641.50	651.62	622.62	-	-2.90%
4-09-2012	641.38	641.75	648.88	636.88	-	-0.04%
4-08-2012	641.62	636.62	642.62	636.62	-	0.47%
4-05-2012	638.62	641.50	649.62	636.12	-	-0.41%
4-04-2012	641.25	658.25	658.25	635.62	-	-2.60%
4-03-2012	658.38	653.75	658.88	650.12	-	0.69%
4-02-2012	653.88	663.38	664.12	649.38	-	-1.45%
4-01-2012	663.50	662.88	665.62	662.00	-	0.70%
3-30-2012	658.88	616.75	668.62	613.62	-	6.85%
3-29-2012	616.62	633.38	635.12	611.50	-	-2.63%
3-28-2012	633.25	640.75	646.12	630.12	-	-1.19%
3-27-2012	640.88	658.88	663.38	638.88	-	-2.71%
3-26-2012	658.75	650.12	670.38	650.12	-	1.31%
3-25-2012	650.25	654.88	655.25	650.12	-	-0.67%
3-23-2012	654.62	648.88	654.88	646.38	-	0.91%
3-22-2012	648.75	640.62	650.38	631.38	-	1.25%
3-21-2012	640.75	642.88	647.25	635.62	-	-0.31%
3-20-2012	642.75	652.12	652.38	640.12	-	-1.46%
3-19-2012	652.25	674.38	674.88	651.62	-	-3.30%
3-18-2012	674.50	670.88	675.12	670.12	-	0.35%
3-16-2012	672.12	663.50	672.62	660.25	-	1.28%
3-15-2012	663.62	646.12	665.38	643.38	-	2.69%
3-14-2012	646.25	649.75	650.88	640.88	-	-0.50%
3-13-2012	649.50	651.38	657.38	645.25	-	-0.25%
3-12-2012	651.12	639.12	653.12	638.75	-	1.86%
3-11-2012	639.25	643.12	643.12	638.25	-	-0.25%
3-09-2012	640.88	635.38	649.88	634.38	-	0.98%
3-08-2012	634.62	640.75	647.50	633.62	-	-0.63%
3-07-2012	638.62	658.62	658.62	636.38	-	-2.82%
3-06-2012	657.12	671.38	671.50	655.38	-	-2.05%
3-05-2012	670.88	673.50	677.50	667.88	-	-0.20%
3-02-2012	672.25	663.38	675.38	657.75	-	1.40%
3-01-2012	663.00	666.62	672.62	658.88	-	-0.73%
2-29-2012	667.88	666.25	674.38	660.38	-	0.07%
2-28-2012	667.38	651.75	668.88	649.62	-	2.08%
2-27-2012	653.75	643.12	653.75	633.38	-	1.79%
2-24-2012	642.25	641.88	643.38	632.62	-	0.21%
2-23-2012	640.88	644.12	645.62	635.38	-	-0.62%
2-22-2012	644.88	632.75	645.75	628.62	-	1.78%
2-21-2012	633.62	648.12	648.12	623.88	-	-1.63%
2-17-2012	644.12	626.62	646.62	626.00	-	2.71%
2-16-2012	627.12	627.75	632.38	621.12	-	0.16%
2-15-2012	626.12	635.12	640.12	624.38	-	-1.28%
2-14-2012	634.25	640.75	642.88	632.62	-	-1.19%
2-13-2012	641.88	635.12	642.12	631.38	-	1.91%
2-10-2012	629.88	645.12	645.62	628.62	-	-2.40%
2-09-2012	645.38	660.88	664.75	641.88	-	-2.38%
2-08-2012	661.12	662.12	669.62	653.12	-	0.00%
2-07-2012	661.12	669.12	671.88	655.38	-	-1.12%
2-06-2012	668.62	660.25	668.88	656.75	-	1.25%
2-03-2012	660.38	663.38	670.75	653.88	-	-0.19%
2-02-2012	661.62	674.50	674.50	657.38	-	-1.93%
2-01-2012	674.62	666.75	683.25	666.62	-	1.20%
1-31-2012	666.62	645.25	667.38	644.88	-	3.53%
1-30-2012	643.88	646.62	653.88	635.38	-	-0.52%
1-27-2012	647.25	652.75	656.38	645.38	-	-0.90%
1-26-2012	653.12	640.88	658.00	639.88	-	1.79%
1-25-2012	641.62	632.88	648.75	629.62	-	1.26%
1-24-2012	633.62	619.88	637.88	614.12	-	2.26%
1-23-2012	619.62	613.62	620.50	613.62	-	1.47%
1-20-2012	610.62	605.12	611.75	597.12	-	0.74%
1-19-2012	606.12	592.38	606.38	591.88	-	2.36%
1-18-2012	592.12	605.75	606.25	590.12	-	-2.11%
1-17-2012	604.88	603.38	611.75	601.62	-	0.54%
1-13-2012	601.62	603.88	609.88	599.12	-	-0.70%
1-12-2012	605.88	641.38	648.62	592.00	-	-5.81%
1-11-2012	643.25	639.12	643.25	632.50	-	0.57%
1-10-2012	639.62	640.62	644.62	634.38	-	-0.43%
1-09-2012	642.38	625.75	644.88	625.25	-	2.84%
1-06-2012	624.62	629.38	636.88	624.62	-	-0.44%
1-05-2012	627.38	649.12	650.12	627.12	-	-3.50%
1-04-2012	650.12	656.38	661.12	645.62	-	-1.25%
1-03-2012	658.38	665.88	670.50	654.00	-	0.80%
1-02-2012	653.12	653.12	653.12	653.12	-	0.00%
12-30-2011	653.12	644.38	654.38	642.62	-	1.24%
12-29-2011	645.12	649.38	654.38	641.88	-	-0.85%
12-28-2011	650.62	643.62	655.75	641.50	-	1.09%
12-27-2011	643.62	629.12	646.88	628.88	-	3.52%
12-26-2011	621.75	621.75	621.75	621.75	-	0.00%
12-25-2011	621.75	621.75	621.75	621.75	-	-0.04%
12-23-2011	622.00	620.62	627.62	618.62	-	0.08%
12-22-2011	621.50	617.12	625.62	611.50	-	0.61%
12-21-2011	617.75	606.62	617.88	600.62	-	1.79%
12-20-2011	606.88	599.50	608.62	595.75	-	1.00%
12-19-2011	600.88	585.88	603.12	581.88	-	3.04%
12-16-2011	583.12	578.75	587.38	577.25	-	0.82%
12-15-2011	578.38	582.62	587.75	578.38	-	-0.54%
12-14-2011	581.50	600.38	602.62	579.62	-	-3.35%
12-13-2011	601.62	594.12	608.88	593.38	-	1.30%
12-12-2011	593.88	593.88	601.62	587.50	-	-0.27%
12-11-2011	595.50	595.50	595.50	595.50	-	-0.10%
12-09-2011	596.12	595.38	599.25	584.12	-	0.04%
12-08-2011	595.88	600.00	602.88	591.25	-	-0.75%
12-07-2011	600.38	612.38	615.38	598.88	-	-1.96%
12-06-2011	612.38	611.38	616.88	600.38	-	0.08%
12-05-2011	611.88	627.38	631.50	607.62	-	-2.35%
12-02-2011	626.62	616.00	631.25	611.88	-	1.99%
12-01-2011	614.38	615.00	624.88	605.88	-	-0.08%
11-30-2011	614.88	613.88	629.00	607.38	-	0.00%
11-29-2011	614.88	592.50	618.88	591.12	-	3.71%
11-28-2011	592.88	595.12	603.38	590.12	-	3.29%
11-25-2011	574.00	578.25	586.12	572.50	-	-0.99%
11-23-2011	579.75	594.25	595.75	577.38	-	-2.42%
11-22-2011	594.12	592.38	597.00	586.12	-	0.38%
11-21-2011	591.88	598.62	601.62	584.62	-	-0.80%
11-18-2011	596.62	593.25	602.38	586.62	-	0.80%
11-17-2011	591.88	616.12	617.62	590.62	-	-4.09%
11-16-2011	617.12	631.62	639.50	615.12	-	-2.35%
11-15-2011	632.00	616.00	634.12	612.38	-	2.83%
11-14-2011	614.62	616.88	622.00	610.50	-	-0.55%
11-11-2011	618.00	619.75	625.62	609.62	-	-0.54%
11-10-2011	621.38	641.62	648.50	618.88	-	-3.31%
11-09-2011	642.62	655.62	657.62	633.75	-	-2.36%
11-08-2011	658.12	639.00	659.12	636.75	-	2.99%
11-07-2011	639.00	638.88	640.62	630.12	-	0.57%
11-04-2011	635.38	634.88	639.88	623.50	-	0.12%
11-03-2011	634.62	623.75	644.12	620.25	-	1.64%
11-02-2011	624.38	625.88	638.12	620.38	-	-0.28%
11-01-2011	626.12	629.62	633.75	612.50	-	-0.50%
10-31-2011	629.25	647.50	647.88	619.50	-	-2.84%
10-30-2011	647.62	644.75	647.88	644.75	-	0.23%
10-28-2011	646.12	643.25	652.62	636.38	-	0.54%
10-27-2011	642.62	621.50	647.62	621.50	-	3.42%
10-26-2011	621.38	636.00	643.38	616.62	-	-2.20%
10-25-2011	635.38	642.38	646.88	634.25	-	-1.09%
10-24-2011	642.38	633.25	646.88	632.62	-	1.36%
10-23-2011	633.75	631.88	633.75	630.75	-	0.50%
10-21-2011	630.62	631.50	649.62	628.38	-	-0.04%
10-20-2011	630.88	616.88	632.88	613.75	-	2.25%
10-19-2011	617.00	629.75	636.88	616.75	-	-2.01%
10-18-2011	629.62	624.62	630.88	613.12	-	0.76%
10-17-2011	624.88	622.25	634.12	620.12	-	0.56%
10-16-2011	621.38	623.88	626.38	621.38	-	-0.40%
10-14-2011	623.88	622.12	632.88	612.50	-	0.34%
10-13-2011	621.75	624.12	630.38	605.50	-	-0.34%
10-12-2011	623.88	658.12	662.50	620.12	-	-5.11%
10-11-2011	657.50	614.75	665.12	612.50	-	6.98%
10-10-2011	614.62	612.62	628.62	610.62	-	0.41%
10-09-2011	612.12	607.62	613.12	606.62	-	0.53%
10-07-2011	608.88	615.25	622.88	606.38	-	-1.02%
10-06-2011	615.12	626.50	639.38	613.50	-	-1.80%
10-05-2011	626.38	611.00	628.62	607.38	-	2.50%
10-04-2011	611.12	615.75	620.62	597.00	-	-0.77%
10-03-2011	615.88	612.25	622.75	596.88	-	0.57%
10-02-2011	612.38	609.12	613.75	608.62	-	1.05%
