Index,Date,Price,Open,High,Low,Vol.,Change %
857,2013-7-18,661.12,664.25,667.12,656.62,-,-0.62%
858,2013-7-17,665.25,669.5,674.0,664.12,-,-0.60%
859,2013-7-16,669.25,671.5,681.25,665.62,-,-0.04%
860,2013-7-15,669.5,677.12,677.62,667.62,-,-1.69%
861,2013-7-12,681.0,683.12,687.5,679.88,-,-0.20%
862,2013-7-11,682.38,679.12,692.88,676.0,-,0.63%
863,2013-7-10,678.12,676.12,682.12,668.62,-,0.26%
864,2013-7-09,676.38,662.88,682.62,662.5,-,2.11%
865,2013-7-08,662.38,659.0,671.25,659.0,-,0.38%
866,2013-7-05,659.88,670.88,672.38,659.38,-,-0.92%
867,2013-7-04,666.0,666.0,666.0,666.0,-,0.00%
868,2013-7-03,666.0,658.12,671.38,658.12,-,1.47%
869,2013-7-02,656.38,656.0,667.88,652.38,-,-0.04%
870,2013-7-01,656.62,655.5,663.75,652.88,-,-0.04%
871,2013-6-28,656.88,673.12,678.12,656.12,-,-2.38%
872,2013-6-27,672.88,677.0,683.12,672.88,-,-0.55%
873,2013-6-26,676.62,684.75,690.12,676.12,-,-1.24%
874,2013-6-25,685.12,687.88,694.62,684.88,-,-0.38%
875,2013-6-24,687.75,700.88,701.75,685.12,-,-1.45%
876,2013-6-21,697.88,700.38,704.38,696.12,-,-0.29%
877,2013-6-20,699.88,703.88,707.62,695.12,-,-0.74%
878,2013-6-19,705.12,684.5,710.62,682.62,-,2.66%
879,2013-6-18,686.88,681.5,689.38,680.88,-,0.51%
880,2013-6-17,683.38,677.88,688.62,674.75,-,0.33%
881,2013-6-14,681.12,685.5,685.5,676.62,-,-0.66%
882,2013-6-13,685.62,683.38,686.62,675.12,-,0.55%
883,2013-6-12,681.88,694.25,696.62,679.12,-,-2.05%
884,2013-6-11,696.12,690.12,699.62,686.88,-,0.85%
885,2013-6-10,690.25,693.25,693.5,680.62,-,-0.86%
886,2013-6-07,696.25,696.88,703.12,694.38,-,-0.32%
887,2013-6-06,698.5,701.62,706.12,693.62,-,-0.41%
888,2013-6-05,701.38,710.5,712.38,701.12,-,-1.16%
889,2013-6-04,709.62,707.5,712.88,700.12,-,0.04%
890,2013-6-03,709.38,707.75,714.38,692.62,-,0.39%
891,2013-5-31,706.62,697.38,707.38,692.88,-,1.25%
892,2013-5-30,697.88,699.12,702.25,687.62,-,-0.36%
893,2013-5-29,700.38,693.5,703.88,688.88,-,0.99%
894,2013-5-28,693.5,697.88,704.88,687.88,-,-0.41%
895,2013-5-24,696.38,704.38,707.25,696.38,-,-1.22%
896,2013-5-23,705.0,687.62,708.88,687.12,-,2.64%
897,2013-5-22,686.88,680.5,692.62,680.12,-,1.03%
898,2013-5-21,679.88,683.38,684.12,674.12,-,-0.93%
899,2013-5-20,686.25,681.38,688.0,674.62,-,0.53%
900,2013-5-17,682.62,688.38,689.62,680.62,-,-0.91%
901,2013-5-16,688.88,694.12,698.88,681.62,-,-0.72%
902,2013-5-15,693.88,710.88,711.12,692.62,-,-2.60%
903,2013-5-14,712.38,709.25,716.62,706.88,-,0.42%
904,2013-5-13,709.38,701.88,718.62,701.62,-,0.84%
905,2013-5-10,703.5,722.62,724.0,702.38,-,-2.85%
906,2013-5-09,724.12,704.88,727.5,702.88,-,2.64%
907,2013-5-08,705.5,707.88,712.62,700.12,-,-0.30%
908,2013-5-07,707.62,704.5,710.38,698.38,-,0.77%
909,2013-5-06,702.25,713.75,714.62,700.62,-,-2.70%
910,2013-5-03,721.75,727.62,734.88,716.62,-,-1.03%
911,2013-5-02,729.25,720.62,729.62,717.88,-,1.34%
912,2013-5-01,719.62,731.5,731.5,713.38,-,-1.45%
913,2013-4-30,730.25,716.25,736.62,705.12,-,2.10%
914,2013-4-29,715.25,696.5,719.62,695.38,-,4.13%
915,2013-4-26,686.88,701.5,701.5,686.88,-,-2.10%
916,2013-4-25,701.62,690.5,705.38,690.5,-,1.65%
917,2013-4-24,690.25,697.75,698.62,688.62,-,-1.09%
918,2013-4-23,697.88,702.88,703.5,690.38,-,-0.61%
919,2013-4-22,702.12,708.12,708.12,691.38,-,-0.88%
920,2013-4-19,708.38,703.62,711.38,697.62,-,0.60%
921,2013-4-18,704.12,705.38,711.75,696.12,-,0.11%
922,2013-4-17,703.38,703.75,715.38,698.62,-,-0.04%
923,2013-4-16,703.62,692.88,703.62,689.88,-,1.59%
924,2013-4-15,692.62,715.0,715.0,688.62,-,-3.01%
925,2013-4-12,714.12,699.0,715.88,698.5,-,2.24%
926,2013-4-11,698.5,697.38,705.62,693.75,-,0.23%
927,2013-4-10,696.88,706.12,712.75,688.88,-,-1.47%
928,2013-4-09,707.25,713.12,714.12,704.38,-,-0.63%
929,2013-4-08,711.75,700.0,715.88,700.0,-,1.77%
930,2013-4-05,699.38,692.38,700.38,689.38,-,0.99%
931,2013-4-04,692.5,701.75,701.88,684.62,-,-1.34%
932,2013-4-03,701.88,674.0,705.38,670.88,-,4.08%
933,2013-4-02,674.38,667.38,676.25,664.62,-,1.05%
934,2013-4-01,667.38,684.88,685.0,660.25,-,-2.50%
935,2013-3-31,684.5,682.88,688.0,681.25,-,-0.54%
936,2013-3-28,688.25,735.88,741.38,682.88,-,-6.49%
937,2013-3-27,736.0,729.5,740.62,728.75,-,0.87%
938,2013-3-26,729.62,726.38,732.5,723.62,-,0.48%
939,2013-3-25,726.12,729.88,730.38,722.62,-,-0.53%
940,2013-3-24,730.0,729.62,730.12,728.38,-,0.09%
941,2013-3-22,729.38,728.5,731.38,715.62,-,0.14%
942,2013-3-21,728.38,733.5,736.38,726.25,-,-0.72%
943,2013-3-20,733.62,727.25,736.62,723.12,-,0.86%
944,2013-3-19,727.38,714.38,727.62,709.38,-,1.86%
945,2013-3-18,714.12,716.38,719.25,705.75,-,-0.35%
946,2013-3-17,716.62,720.75,721.38,716.0,-,-0.90%
947,2013-3-15,723.12,724.62,724.88,717.62,-,-0.24%
948,2013-3-14,724.88,711.88,725.38,707.88,-,1.77%
949,2013-3-13,712.25,702.88,712.75,697.25,-,1.32%
950,2013-3-12,703.0,700.88,706.38,695.75,-,0.32%
951,2013-3-11,700.75,699.25,707.88,695.12,-,0.20%
952,2013-3-10,699.38,696.0,699.75,695.12,-,0.43%
953,2013-3-08,696.38,695.38,702.0,687.5,-,0.11%
954,2013-3-07,695.62,683.12,696.38,681.62,-,1.81%
955,2013-3-06,683.25,705.38,706.88,681.25,-,-3.12%
956,2013-3-05,705.25,703.38,708.62,701.12,-,0.25%
957,2013-3-04,703.5,719.12,722.38,697.88,-,-2.16%
958,2013-3-03,719.0,721.12,721.62,718.62,-,-0.19%
959,2013-3-01,720.38,716.5,726.38,708.12,-,0.56%
960,2013-2-28,716.38,712.12,722.88,711.12,-,0.61%
961,2013-2-27,712.0,712.5,721.88,710.12,-,0.02%
962,2013-2-26,711.88,705.75,711.88,698.12,-,0.85%
963,2013-2-25,705.88,720.38,722.12,704.12,-,-1.98%
964,2013-2-24,720.12,718.25,720.88,715.88,-,0.88%
965,2013-2-22,713.88,722.62,729.62,713.88,-,-1.26%
966,2013-2-21,723.0,736.75,737.38,719.62,-,-1.88%
967,2013-2-20,736.88,732.62,740.62,727.88,-,0.56%
968,2013-2-19,732.75,746.62,747.38,726.38,-,-1.25%
969,2013-2-15,742.0,734.62,744.38,733.88,-,1.04%
970,2013-2-14,734.38,737.62,740.62,725.12,-,-0.46%
971,2013-2-13,737.75,734.38,737.75,722.88,-,0.48%
972,2013-2-12,734.25,741.75,744.12,725.62,-,-1.03%
973,2013-2-11,741.88,757.62,757.62,740.88,-,-2.11%
974,2013-2-10,757.88,757.0,759.0,753.5,-,0.23%
975,2013-2-08,756.12,756.62,770.62,753.12,-,-0.08%
976,2013-2-07,756.75,759.88,764.25,752.88,-,-0.39%
977,2013-2-06,759.75,757.75,763.88,746.62,-,0.28%
978,2013-2-05,757.62,765.5,766.12,751.12,-,-1.01%
979,2013-2-04,765.38,766.12,773.38,761.12,-,-0.07%
980,2013-2-03,765.88,768.25,768.38,764.25,-,-0.03%
981,2013-2-01,766.12,781.5,789.88,764.62,-,-1.98%
982,2013-1-31,781.62,787.12,790.88,773.88,-,-0.65%
983,2013-1-30,786.75,773.75,788.88,771.88,-,1.66%
984,2013-1-29,773.88,778.25,784.88,773.75,-,-0.58%
985,2013-1-28,778.38,779.62,782.88,770.88,-,-0.14%
986,2013-1-27,779.5,778.62,780.38,777.38,-,0.47%
987,2013-1-25,775.88,771.25,780.62,764.38,-,0.58%
988,2013-1-24,771.38,772.62,774.88,763.12,-,-0.19%
989,2013-1-23,772.88,776.12,784.88,771.12,-,-0.45%
990,2013-1-22,776.38,794.88,799.62,776.12,-,-1.79%
991,2013-1-20,790.5,790.5,790.5,790.5,-,0.00%
992,2013-1-18,790.5,785.5,793.62,778.88,-,0.65%
993,2013-1-17,785.38,786.62,787.88,776.38,-,-0.17%
994,2013-1-16,786.75,783.25,790.62,777.12,-,0.43%
995,2013-1-15,783.38,769.88,789.38,769.12,-,1.70%
996,2013-1-14,770.25,767.62,776.62,763.5,-,0.36%
997,2013-1-13,767.5,761.75,767.5,760.88,-,1.27%
998,2013-1-11,757.88,745.88,771.75,736.38,-,1.59%
999,2013-1-10,746.0,749.75,756.12,744.12,-,-0.48%
1000,2013-1-09,749.62,751.0,756.88,745.12,-,-0.17%
1001,2013-1-08,750.88,752.12,759.12,749.62,-,-0.18%
1002,2013-1-07,752.25,748.12,760.25,743.62,-,0.53%
1003,2013-1-06,748.25,749.5,749.5,746.5,-,-0.08%
1004,2013-1-04,748.88,754.38,757.62,739.88,-,-0.71%
1005,2013-1-03,754.25,758.75,761.12,750.25,-,-0.61%
1006,2013-1-02,758.88,786.88,787.38,752.62,-,-2.52%
1007,2012-12-31,778.5,775.12,779.88,767.88,-,0.45%
1008,2012-12-30,775.0,778.62,778.62,774.62,-,-0.43%
1009,2012-12-28,778.38,777.0,784.38,767.12,-,0.19%
1010,2012-12-27,776.88,775.75,777.62,764.62,-,0.13%
1011,2012-12-26,775.88,794.12,794.88,773.88,-,-2.30%
1012,2012-12-24,794.12,794.62,796.12,791.38,-,-0.05%
1013,2012-12-23,794.5,794.25,796.12,793.75,-,0.33%
1014,2012-12-21,791.88,792.38,798.62,789.88,-,-0.05%
1015,2012-12-20,792.25,806.75,808.38,782.88,-,-1.84%
1016,2012-12-19,807.12,813.5,822.62,802.12,-,-0.77%
1017,2012-12-18,813.38,812.88,816.38,801.62,-,0.09%
1018,2012-12-17,812.62,814.62,818.25,805.12,-,-0.28%
1019,2012-12-16,814.88,815.88,818.62,813.38,-,0.12%
1020,2012-12-14,813.88,808.12,817.38,806.12,-,0.73%
1021,2012-12-13,808.0,812.75,817.62,801.62,-,-0.60%
1022,2012-12-12,812.88,824.0,825.38,809.12,-,-1.34%
1023,2012-12-11,823.88,848.12,848.62,816.12,-,-2.83%
1024,2012-12-10,847.88,857.88,861.88,846.88,-,-1.14%
1025,2012-12-09,857.62,861.5,861.88,857.0,-,-0.28%
1026,2012-12-07,860.0,860.38,864.62,853.12,-,-0.06%
1027,2012-12-06,860.5,860.5,864.13,853.12,-,-0.01%
1028,2012-12-05,860.62,858.38,863.38,852.62,-,0.28%
1029,2012-12-04,858.25,861.5,864.88,851.88,-,-0.35%
1030,2012-12-03,861.25,869.38,877.12,858.38,-,-0.26%
1031,2012-12-02,863.5,863.5,863.5,863.5,-,0.00%
1032,2012-11-30,863.5,885.38,885.5,862.63,-,-2.48%
1033,2012-11-29,885.5,887.0,894.88,880.88,-,-0.16%
1034,2012-11-28,886.88,886.12,895.12,879.88,-,0.10%
1035,2012-11-27,886.0,864.38,888.88,864.38,-,2.49%
1036,2012-11-26,864.5,859.88,868.75,859.5,-,0.55%
1037,2012-11-25,859.75,863.12,863.12,858.5,-,1.49%
1038,2012-11-23,847.13,850.0,853.12,846.13,-,0.24%
1039,2012-11-21,845.12,843.75,849.38,841.12,-,0.15%
1040,2012-11-20,843.88,843.62,849.62,837.5,-,0.06%
1041,2012-11-19,843.38,837.88,847.88,836.88,-,0.69%
1042,2012-11-18,837.62,836.25,838.75,835.88,-,0.06%
1043,2012-11-16,837.12,846.13,849.62,829.62,-,-1.05%
1044,2012-11-15,846.0,847.5,856.38,843.5,-,-0.19%
1045,2012-11-14,847.62,854.62,857.88,845.88,-,-0.78%
1046,2012-11-13,854.25,858.88,864.38,843.62,-,-0.51%
1047,2012-11-12,858.63,883.75,884.75,855.12,-,-2.86%
1048,2012-11-11,883.88,885.75,885.88,882.62,-,-0.38%
1049,2012-11-09,887.25,900.75,911.62,884.12,-,-1.49%
1050,2012-11-08,900.62,889.62,904.88,886.88,-,1.26%
1051,2012-11-07,889.38,876.38,896.62,870.75,-,1.51%
1052,2012-11-06,876.13,872.12,879.62,870.25,-,0.47%
1053,2012-11-05,872.0,867.88,875.62,863.63,-,0.49%
1054,2012-11-04,867.75,865.38,868.5,863.38,-,0.17%
1055,2012-11-02,866.25,865.12,873.62,859.25,-,0.12%
1056,2012-11-01,865.25,867.38,877.38,861.62,-,-0.19%
1057,2012-10-31,866.88,860.0,874.12,859.5,-,0.78%
1058,2012-10-30,860.12,857.5,866.38,852.88,-,0.28%
1059,2012-10-29,857.75,861.38,871.25,857.12,-,-0.41%
1060,2012-10-28,861.25,863.88,864.25,860.88,-,-0.32%
1061,2012-10-26,864.0,874.88,878.12,863.38,-,-1.23%
1062,2012-10-25,874.75,879.13,888.63,871.38,-,-0.41%
1063,2012-10-24,878.38,867.5,894.75,865.75,-,1.27%
1064,2012-10-23,867.38,877.0,878.12,860.12,-,-1.11%
1065,2012-10-22,877.12,873.88,884.38,871.38,-,0.37%
1066,2012-10-21,873.88,873.38,876.25,871.62,-,0.32%
1067,2012-10-19,871.13,868.38,885.25,866.38,-,0.30%
1068,2012-10-18,868.5,856.38,875.88,855.75,-,1.43%
1069,2012-10-17,856.25,846.38,857.62,845.63,-,1.15%
1070,2012-10-16,846.5,856.0,857.5,843.88,-,-1.12%
1071,2012-10-15,856.12,852.62,857.25,841.63,-,0.38%
1072,2012-10-14,852.88,856.88,860.12,852.12,-,-0.47%
1073,2012-10-12,856.88,882.25,884.38,853.38,-,-2.89%
1074,2012-10-11,882.38,868.62,893.88,859.5,-,1.57%
1075,2012-10-10,868.75,864.38,876.63,863.63,-,0.52%
1076,2012-10-09,864.25,862.88,873.62,862.75,-,0.20%
1077,2012-10-08,862.5,858.63,867.12,856.75,-,0.42%
1078,2012-10-07,858.88,856.88,859.25,855.38,-,0.23%
1079,2012-10-05,856.88,872.13,872.62,856.62,-,-1.76%
1080,2012-10-04,872.25,870.25,882.62,867.0,-,0.22%
1081,2012-10-03,870.38,867.75,878.38,858.13,-,0.32%
1082,2012-10-02,867.62,880.12,882.38,864.0,-,-1.43%
1083,2012-10-01,880.25,895.5,901.0,872.38,-,-1.72%
1084,2012-9-30,895.63,902.12,904.13,892.12,-,-0.42%
1085,2012-9-28,899.38,855.75,906.5,850.75,-,5.08%
1086,2012-9-27,855.88,872.75,875.5,849.38,-,-1.95%
1087,2012-9-26,872.88,887.63,888.75,866.63,-,-1.68%
1088,2012-9-25,887.75,886.38,897.38,880.88,-,0.17%
1089,2012-9-24,886.25,902.75,904.38,883.63,-,-1.81%
1090,2012-9-23,902.62,896.25,906.88,896.25,-,0.42%
1091,2012-9-21,898.88,881.38,898.88,880.62,-,2.06%
1092,2012-9-20,880.75,884.88,893.62,869.12,-,-0.48%
1093,2012-9-19,885.0,867.5,885.88,866.63,-,2.11%
1094,2012-9-18,866.75,883.88,887.63,860.88,-,-1.91%
1095,2012-9-17,883.63,916.25,918.38,876.38,-,-3.55%
1096,2012-9-16,916.12,921.75,926.63,915.12,-,-1.05%
1097,2012-9-14,925.88,901.5,930.63,898.75,-,2.72%
1098,2012-9-13,901.38,890.0,904.88,885.75,-,1.29%
1099,2012-9-12,889.88,884.0,893.38,869.0,-,0.68%
1100,2012-9-11,883.88,888.25,898.12,882.38,-,-0.52%
1101,2012-9-10,888.5,908.75,917.38,885.38,-,-2.21%
1102,2012-9-09,908.63,902.75,909.88,901.38,-,0.35%
1103,2012-9-07,905.5,890.62,912.38,884.88,-,1.66%
1104,2012-9-06,890.75,867.75,894.38,867.62,-,2.64%
1105,2012-9-05,867.88,886.38,887.12,865.62,-,-2.10%
1106,2012-9-04,886.5,892.0,903.88,881.12,-,-0.24%
1107,2012-8-31,888.63,903.38,905.88,881.12,-,-1.65%
1108,2012-8-30,903.5,902.38,914.5,897.38,-,0.14%
1109,2012-8-29,902.25,876.0,908.13,874.13,-,3.01%
1110,2012-8-28,875.88,878.62,888.88,871.5,-,-0.33%
1111,2012-8-27,878.75,892.25,899.12,878.75,-,-1.49%
1112,2012-8-26,892.0,893.25,893.62,887.12,-,2.84%
1113,2012-8-24,867.38,874.25,885.75,866.12,-,-0.80%
1114,2012-8-23,874.38,895.62,903.25,871.62,-,-2.36%
1115,2012-8-22,895.5,897.5,898.62,889.62,-,-0.15%
1116,2012-8-21,896.88,879.25,904.62,878.25,-,1.99%
1117,2012-8-20,879.38,872.38,883.38,867.12,-,0.82%
1118,2012-8-19,872.25,873.75,876.75,871.5,-,-0.19%
1119,2012-8-17,873.88,863.62,879.75,863.12,-,1.17%
1120,2012-8-16,863.75,847.0,868.88,841.12,-,2.01%
1121,2012-8-15,846.75,845.5,850.62,840.62,-,0.13%
1122,2012-8-14,845.62,859.5,865.88,838.75,-,-1.60%
1123,2012-8-13,859.38,880.5,882.88,855.0,-,-2.43%
1124,2012-8-12,880.75,883.25,885.12,879.0,-,-0.70%
1125,2012-8-10,887.0,915.12,930.88,880.88,-,-3.09%
1126,2012-8-09,915.25,899.88,919.25,899.25,-,1.72%
1127,2012-8-08,899.75,887.12,902.12,869.5,-,1.38%
1128,2012-8-07,887.5,892.0,904.62,883.63,-,-0.49%
1129,2012-8-06,891.88,884.75,897.0,879.62,-,0.76%
1130,2012-8-05,885.12,884.25,888.38,876.88,-,-0.67%
1131,2012-8-03,891.12,861.62,906.88,860.75,-,3.44%
1132,2012-8-02,861.5,881.5,883.38,856.12,-,-2.28%
1133,2012-8-01,881.62,893.25,897.0,861.88,-,-1.23%
1134,2012-7-31,892.62,911.12,919.38,886.38,-,-2.02%
1135,2012-7-30,911.0,909.75,919.62,905.88,-,0.12%
1136,2012-7-29,909.88,908.13,912.88,903.12,-,1.24%
1137,2012-7-27,898.75,880.12,910.88,879.62,-,2.15%
1138,2012-7-26,879.88,892.88,904.13,873.88,-,-1.47%
1139,2012-7-25,893.0,863.62,908.75,863.25,-,3.43%
1140,2012-7-24,863.38,891.75,902.63,852.88,-,-3.20%
1141,2012-7-23,891.88,932.13,933.5,889.5,-,-4.33%
1142,2012-7-22,932.25,942.0,942.0,926.12,-,-1.23%
1143,2012-7-20,943.88,932.75,944.5,917.0,-,1.21%
1144,2012-7-19,932.63,898.88,937.88,896.75,-,3.81%
1145,2012-7-18,898.38,883.62,907.38,865.75,-,1.65%
1146,2012-7-17,883.75,895.75,898.12,867.75,-,-1.38%
1147,2012-7-16,896.12,867.0,897.38,864.5,-,3.37%
1148,2012-7-15,866.88,858.0,867.88,856.5,-,2.39%
1149,2012-7-13,846.62,845.25,865.5,845.0,-,0.13%
1150,2012-7-12,845.5,829.25,857.75,820.38,-,1.94%
1151,2012-7-11,829.38,822.62,848.38,803.62,-,0.84%
1152,2012-7-10,822.5,817.62,833.12,807.0,-,0.58%
1153,2012-7-09,817.75,821.38,844.62,815.62,-,-0.46%
1154,2012-7-08,821.5,818.38,823.75,815.88,-,1.78%
1155,2012-7-06,807.12,827.88,831.62,804.12,-,-2.52%
1156,2012-7-05,828.0,814.62,840.38,809.62,-,3.61%
1157,2012-7-03,799.12,775.38,800.38,774.38,-,3.05%
1158,2012-7-02,775.5,773.5,779.25,756.38,-,0.27%
1159,2012-7-01,773.38,758.88,773.88,758.88,-,1.91%
1160,2012-6-29,758.88,742.25,761.62,740.62,-,2.22%
1161,2012-6-28,742.38,747.75,757.12,741.88,-,-0.74%
1162,2012-6-27,747.88,742.12,763.38,739.38,-,0.81%
1163,2012-6-26,741.88,747.12,751.62,725.62,-,-0.69%
1164,2012-6-25,747.0,702.5,755.12,702.38,-,6.32%
1165,2012-6-24,702.62,696.5,706.0,696.5,-,4.15%
1166,2012-6-22,674.62,658.62,684.62,658.38,-,2.45%
1167,2012-6-21,658.5,658.38,681.5,655.12,-,-0.02%
1168,2012-6-20,658.62,649.75,664.38,641.0,-,1.39%
1169,2012-6-19,649.62,631.38,651.12,631.38,-,2.87%
1170,2012-6-18,631.5,615.38,633.88,613.25,-,2.60%
1171,2012-6-17,615.5,613.25,615.62,613.25,-,0.26%
1172,2012-6-15,613.88,621.38,626.62,607.75,-,-1.19%
1173,2012-6-14,621.25,619.25,628.88,616.38,-,0.34%
1174,2012-6-13,619.12,618.0,623.62,614.88,-,0.20%
1175,2012-6-12,617.88,627.12,638.75,613.38,-,-1.49%
1176,2012-6-11,627.25,630.12,642.12,627.12,-,-0.44%
1177,2012-6-10,630.0,631.25,634.12,629.88,-,-0.02%
1178,2012-6-08,630.12,635.38,638.62,627.88,-,-0.81%
1179,2012-6-07,635.25,625.75,644.38,620.38,-,1.54%
1180,2012-6-06,625.62,615.75,628.62,614.25,-,1.62%
1181,2012-6-05,615.62,628.0,630.88,612.12,-,-2.01%
1182,2012-6-04,628.25,613.62,631.12,613.38,-,2.40%
1183,2012-6-03,613.5,615.88,616.0,613.38,-,0.04%
1184,2012-6-01,613.25,645.38,646.25,611.25,-,-5.01%
1185,2012-5-31,645.62,652.38,653.75,643.12,-,-1.02%
1186,2012-5-30,652.25,660.12,660.88,644.38,-,-1.21%
1187,2012-5-29,660.25,674.0,683.75,655.88,-,-2.89%
1188,2012-5-25,679.88,665.25,687.0,661.88,-,2.18%
1189,2012-5-24,665.38,669.62,675.88,661.88,-,-0.67%
1190,2012-5-23,669.88,684.12,684.12,663.62,-,-2.05%
1191,2012-5-22,683.88,697.38,701.88,682.12,-,-1.95%
1192,2012-5-21,697.5,703.62,721.38,683.12,-,-0.91%
1193,2012-5-20,703.88,703.25,703.88,702.88,-,1.30%
1194,2012-5-18,694.88,657.75,697.12,652.62,-,5.66%
1195,2012-5-17,657.62,639.0,658.25,639.0,-,2.93%
1196,2012-5-16,638.88,609.0,640.12,604.12,-,4.88%
1197,2012-5-15,609.12,598.62,616.88,598.62,-,1.80%
1198,2012-5-14,598.38,598.62,601.88,592.38,-,-0.06%
1199,2012-5-13,598.75,599.12,600.88,598.62,-,0.36%
1200,2012-5-11,596.62,600.62,603.62,592.38,-,-0.71%
1201,2012-5-10,600.88,602.5,607.38,595.62,-,-0.25%
1202,2012-5-09,602.38,617.12,617.38,598.62,-,-2.41%
1203,2012-5-08,617.25,611.62,620.75,611.62,-,0.88%
1204,2012-5-07,611.88,609.12,613.88,600.88,-,0.49%
1205,2012-5-06,608.88,608.25,609.38,607.75,-,0.00%
1206,2012-5-04,608.88,618.25,620.62,599.62,-,-1.50%
1207,2012-5-03,618.12,616.0,621.62,613.38,-,0.32%
1208,2012-5-02,616.12,640.25,640.88,612.5,-,-3.73%
1209,2012-5-01,640.0,652.5,653.38,638.88,-,-1.93%
1210,2012-4-30,652.62,648.75,655.38,640.38,-,0.58%
1211,2012-4-29,648.88,647.5,651.38,647.5,-,-0.08%
1212,2012-4-27,649.38,636.12,654.88,632.75,-,2.10%
1213,2012-4-26,636.0,627.12,636.62,624.62,-,1.39%
1214,2012-4-25,627.25,638.88,642.5,624.12,-,-1.80%
1215,2012-4-24,638.75,632.88,646.62,631.38,-,0.91%
1216,2012-4-23,633.0,622.38,634.88,621.5,-,1.73%
1217,2012-4-22,622.25,623.25,623.62,621.38,-,0.87%
1218,2012-4-20,616.88,626.0,627.88,614.62,-,-1.44%
1219,2012-4-19,625.88,613.62,628.12,613.38,-,1.95%
1220,2012-4-18,613.88,616.0,618.5,604.25,-,-0.37%
1221,2012-4-17,616.12,618.62,626.88,615.12,-,-0.42%
1222,2012-4-16,618.75,620.38,625.38,615.12,-,-0.24%
1223,2012-4-15,620.25,623.25,623.25,619.5,-,-0.42%
1224,2012-4-13,622.88,640.0,643.12,618.62,-,-2.66%
1225,2012-4-12,639.88,629.75,645.38,629.12,-,1.59%
1226,2012-4-11,629.88,622.88,633.62,619.88,-,1.14%
1227,2012-4-10,622.75,641.5,651.62,622.62,-,-2.90%
1228,2012-4-09,641.38,641.75,648.88,636.88,-,-0.04%
1229,2012-4-08,641.62,636.62,642.62,636.62,-,0.47%
1230,2012-4-05,638.62,641.5,649.62,636.12,-,-0.41%
1231,2012-4-04,641.25,658.25,658.25,635.62,-,-2.60%
1232,2012-4-03,658.38,653.75,658.88,650.12,-,0.69%
1233,2012-4-02,653.88,663.38,664.12,649.38,-,-1.45%
1234,2012-4-01,663.5,662.88,665.62,662.0,-,0.70%
1235,2012-3-30,658.88,616.75,668.62,613.62,-,6.85%
1236,2012-3-29,616.62,633.38,635.12,611.5,-,-2.63%
1237,2012-3-28,633.25,640.75,646.12,630.12,-,-1.19%
1238,2012-3-27,640.88,658.88,663.38,638.88,-,-2.71%
1239,2012-3-26,658.75,650.12,670.38,650.12,-,1.31%
1240,2012-3-25,650.25,654.88,655.25,650.12,-,-0.67%
1241,2012-3-23,654.62,648.88,654.88,646.38,-,0.91%
1242,2012-3-22,648.75,640.62,650.38,631.38,-,1.25%
1243,2012-3-21,640.75,642.88,647.25,635.62,-,-0.31%
1244,2012-3-20,642.75,652.12,652.38,640.12,-,-1.46%
1245,2012-3-19,652.25,674.38,674.88,651.62,-,-3.30%
1246,2012-3-18,674.5,670.88,675.12,670.12,-,0.35%
1247,2012-3-16,672.12,663.5,672.62,660.25,-,1.28%
1248,2012-3-15,663.62,646.12,665.38,643.38,-,2.69%
1249,2012-3-14,646.25,649.75,650.88,640.88,-,-0.50%
1250,2012-3-13,649.5,651.38,657.38,645.25,-,-0.25%
1251,2012-3-12,651.12,639.12,653.12,638.75,-,1.86%
1252,2012-3-11,639.25,643.12,643.12,638.25,-,-0.25%
1253,2012-3-09,640.88,635.38,649.88,634.38,-,0.98%
1254,2012-3-08,634.62,640.75,647.5,633.62,-,-0.63%
1255,2012-3-07,638.62,658.62,658.62,636.38,-,-2.82%
1256,2012-3-06,657.12,671.38,671.5,655.38,-,-2.05%
1257,2012-3-05,670.88,673.5,677.5,667.88,-,-0.20%
1258,2012-3-02,672.25,663.38,675.38,657.75,-,1.40%
1259,2012-3-01,663.0,666.62,672.62,658.88,-,-0.73%
1260,2012-2-29,667.88,666.25,674.38,660.38,-,0.07%
1261,2012-2-28,667.38,651.75,668.88,649.62,-,2.08%
1262,2012-2-27,653.75,643.12,653.75,633.38,-,1.79%
1263,2012-2-24,642.25,641.88,643.38,632.62,-,0.21%
1264,2012-2-23,640.88,644.12,645.62,635.38,-,-0.62%
1265,2012-2-22,644.88,632.75,645.75,628.62,-,1.78%
1266,2012-2-21,633.62,648.12,648.12,623.88,-,-1.63%
1267,2012-2-17,644.12,626.62,646.62,626.0,-,2.71%
1268,2012-2-16,627.12,627.75,632.38,621.12,-,0.16%
1269,2012-2-15,626.12,635.12,640.12,624.38,-,-1.28%
1270,2012-2-14,634.25,640.75,642.88,632.62,-,-1.19%
1271,2012-2-13,641.88,635.12,642.12,631.38,-,1.91%
1272,2012-2-10,629.88,645.12,645.62,628.62,-,-2.40%
1273,2012-2-09,645.38,660.88,664.75,641.88,-,-2.38%
1274,2012-2-08,661.12,662.12,669.62,653.12,-,0.00%
1275,2012-2-07,661.12,669.12,671.88,655.38,-,-1.12%
1276,2012-2-06,668.62,660.25,668.88,656.75,-,1.25%
1277,2012-2-03,660.38,663.38,670.75,653.88,-,-0.19%
